,cauchy
0,1.005314918528772
1,1.2126509281967257
2,0.9510483208065513
3,1.0861307163413734
4,0.9702406312100812
5,1.0058868664155485
6,0.974330060932185
7,0.9141491507172572
8,1.0361337567429834
9,1.0531330735964797
10,1.0055000542531087
11,0.917486275771251
12,1.0061300278612768
13,1.095723400975646
14,1.195689761599538
15,1.1225020983074394
16,0.9343951783681156
17,0.889578310377089
18,1.013044189385051
19,0.8615668443333483
20,0.7037156831002312
21,1.2083968351746974
22,1.2509366879169022
23,1.070455263252985
24,0.7858159690174197
25,0.905736651320226
26,0.7769142264140347
27,1.0608136396459102
28,0.9488383294772276
29,0.9074861948923645
30,0.9444884879604549
31,1.030651017244222
32,0.8521488772094445
33,0.9600977017067471
34,1.142524886852331
35,0.9928412581266532
36,0.7729201124562546
37,0.8983238081242072
38,0.8372223809763473
39,0.8983301623916164
40,1.11771901257944
41,0.7851515752467372
42,0.9020320260104555
43,0.9844008970408548
44,1.1570886521221635
45,0.9488182433878277
46,0.8620304356670165
47,1.0236721067741015
48,0.9223340113871864
49,0.8989234429182495
50,0.9666537460990744
51,0.9505324255420707
52,0.7332279148448811
53,1.0698945945854572
54,0.9049926883121929
55,1.0914659302770757
56,0.8781044489666754
57,0.8783483312970637
58,0.9735972841341366
59,1.0129560756874147
60,0.9103863576372432
61,0.739832260025476
62,0.819819886332971
63,0.9718522432626044
64,0.8441972123597182
65,1.1890145280435964
66,1.0394046091746771
67,1.0507839604417446
68,0.8794336228691719
69,1.2265339572377982
70,0.91904364542001
71,1.0059351787583486
72,1.098142752106218
73,0.982970952318926
74,1.0537881406471477
75,1.1702507662307997
76,1.1053852933525916
77,0.9510914854014582
78,0.9021311252003217
79,0.9557966738360446
80,0.8947782882077298
81,0.9251319779467164
82,1.2335917184841783
83,1.053488318355724
84,0.937704511958935
85,0.9485248527091604
86,1.007764374536502
87,0.9009369659675028
88,1.1083197863735215
89,0.9431470627231929
90,0.9283820651276236
91,0.8111373619869853
92,1.034478426596483
93,1.0007866828525598
94,0.9692059184812789
95,0.9296235536793278
96,0.7928243218199312
97,0.920307634006839
98,0.9303495256273847
99,0.8405116253534285
100,0.8579764958249302
101,0.9854578421474913
102,1.023404028937498
103,0.9994708602944276
104,1.1548556564848673
105,0.9419905372859959
106,0.9130422625416075
107,1.02535924892913
108,0.9895963804669023
109,0.9091157362840082
110,0.9339989371838743
111,1.0184410893082185
112,0.8411280926927778
113,0.9598741661185038
114,1.1630157768581897
115,0.8154592570250689
116,1.0478256986737788
117,0.9160291421418414
118,0.8325482058073684
119,1.2252829184663947
120,1.1503006930963793
121,0.9904154438165274
122,0.9574881959141466
123,1.2172582271333847
124,1.0913508606531825
125,1.0787621948975037
126,1.0294317340000556
127,0.9764698872143465
128,0.9289442452291378
129,0.7950242931780002
130,0.9606047121835578
131,0.9438017444904894
132,0.9566644340867462
133,1.0110635510486297
134,0.9120643867673938
135,0.9298876581973089
136,1.0257975706561082
137,1.1722499836783327
138,0.9517197054432625
139,1.0135028917142976
140,1.0789313358837898
141,1.0997528809969894
142,1.0578563958492495
143,1.0271402018263793
144,0.6893875579310811
145,1.0947564582102713
146,0.9151899492652779
147,1.0658663334205674
148,1.0608858532301313
149,0.8551800314864383
150,0.9583187766576455
151,0.9395243378672812
152,1.0102902125985933
153,0.9985587916763726
154,1.1980366377044112
155,0.9146378277051982
156,1.1122836727504128
157,1.0095742459566124
158,0.9407996123926929
159,0.8295570255411634
160,0.8742204514114554
161,1.1644523948880101
162,1.2081093139207324
163,1.0517931655674602
164,0.9878761887466692
165,0.9366674224077458
166,0.9128933517908394
167,0.9524412689859857
168,1.0773092827244246
169,1.001640534831895
170,0.7610656200566955
171,0.9368708751258525
172,0.7902286033829162
173,0.9573989265971038
174,1.0006344259083704
175,0.8860624312302977
176,0.8967666163485982
177,0.9601831188055573
178,1.0880284446961686
179,0.9013970654158928
180,0.8330693989334711
181,0.8900860726469623
182,0.8688223746310566
183,0.8196638369627266
184,0.9144619645474316
185,1.1855676606735375
186,0.9130680788668467
187,0.9518445424212315
188,0.912773454175133
189,1.0200229115377155
190,0.9787854106900459
191,0.9453890140757871
192,1.1007766813675925
193,0.7860895412180277
194,0.922367731184166
195,0.8175466435731928
196,1.0467876807146697
197,0.9689037150190766
198,1.0057563215291154
199,1.1588252498314469
200,0.9489779338215524
201,0.9167282613114703
