,pareto
0,0.25262247309491603
1,0.2558596659107747
2,0.34674875410810607
3,0.2892810000342538
4,0.2729228729857393
5,0.34202089470545566
6,0.35730639128178276
7,0.33916379461914087
8,0.3353598924457642
9,0.3276502878018156
10,0.2930142507982676
11,0.3448564376247662
12,0.311320915781929
13,0.41871808805136407
14,0.2993997637003214
15,0.36181617385066067
16,0.30329517102581566
17,0.3153874222476026
18,0.4084314704347058
19,0.3490872236626501
20,0.3264046024124465
21,0.30218629629030214
22,0.31331029170300995
23,0.39310808041283923
24,0.33317393654836186
25,0.3057578484237211
26,0.42142979595473856
27,0.3239875265172542
28,0.32649048005691067
29,0.337633417144421
30,0.27146877957843635
31,0.3117628180911413
32,0.33559919872404803
33,0.3199045385551535
34,0.421682298170988
35,0.3098068904399872
36,0.3056798421312632
37,0.28531369988163596
38,0.28097951423503836
39,0.3435191004944315
40,0.31523184900443796
41,0.3417427404153095
42,0.3493321311433911
43,0.3420490639224814
44,0.37079138857883653
45,0.2926054332683632
46,0.3433172401259228
47,0.3273032035845593
48,0.3104113702821814
49,0.35418800965981934
50,0.34913292711217403
51,0.3193396263978274
52,0.2711124006707679
53,0.33598280212483955
54,0.3055194939265439
55,0.32635168419144306
56,0.2608440611884556
57,0.3166867142457279
58,0.402159082514885
59,0.3314487496823074
60,0.2954104447651232
61,0.278893446919601
62,0.2884960149693988
63,0.2784711085559717
64,0.3136803133110421
65,0.3012792599786405
66,0.3324113939675157
67,0.31037173402634427
68,0.3386288141470872
69,0.3578407668146574
70,0.33412156056153147
71,0.3140604578773335
72,0.2700798470543781
73,0.34937487447964755
74,0.34329489754559894
75,0.4141086415882104
76,0.3324635378532167
77,0.3308271612640707
78,0.33315923976674283
79,0.28825827019274763
80,0.3470008820953245
81,0.35782126414418025
82,0.37051189641461457
83,0.3028740526143491
84,0.3552210901280876
85,0.3492537451752545
86,0.38023986009612576
87,0.27913338188247694
88,0.37604843106619756
89,0.28925663836775645
90,0.33763527127053616
91,0.3578979798554859
92,0.3114549393697532
