,pareto
0,0.3533367935576886
1,0.2938663629256849
2,0.3562027614521236
3,0.29746265826171436
4,0.3236951209963892
5,0.34398187479947395
6,0.2822295593163139
7,0.33591827184251305
8,0.33638023680119444
9,0.36734227656753804
10,0.31847894710980845
11,0.30538515965327934
12,0.26026763837014527
13,0.2669918393531748
14,0.3029598711767437
15,0.34097367281583796
16,0.31826361841245737
17,0.3238713726807756
18,0.29802994925154364
19,0.31987082253780147
20,0.36929801893790676
21,0.32141070930185045
22,0.31670543369704385
23,0.3474876421961774
24,0.30456506357281965
25,0.3435771934492282
26,0.3056747150684731
27,0.3268380780849829
28,0.33488113326742375
29,0.3420289316533082
30,0.30630413626321845
31,0.35308094989881234
32,0.3397437956945015
33,0.2849476486527669
34,0.3800225909739456
35,0.37093953988416856
36,0.34952995635915357
37,0.3113306529121332
38,0.30740610438520377
39,0.3362279001280578
40,0.3343216688091236
41,0.32569162778621613
42,0.3259737255397963
43,0.3212259414257036
44,0.32075011034893774
45,0.37641011552078596
46,0.3428441306771952
47,0.2905778251717979
48,0.28890363390682255
49,0.34713844942726224
50,0.34697662854231826
51,0.2871765738793184
52,0.3595681892772202
53,0.3266546545480828
54,0.3296760498428215
55,0.31268515337276004
56,0.35546473926069333
57,0.305207036185936
58,0.3374552654210651
59,0.3418769001432578
60,0.33071941127255416
61,0.35068424162955175
62,0.3271252715745839
63,0.32406269137190497
64,0.37210229397619005
65,0.30218696482873203
66,0.3173462723107019
67,0.43306951613246747
68,0.35380466735332955
69,0.3600958480292554
70,0.347419394923459
71,0.3603338883068166
72,0.2960218655743592
73,0.2813263071388617
74,0.37207461003939357
75,0.28381483556753556
76,0.3159458247231664
77,0.32903569271027905
78,0.36452724822879273
79,0.3057611702701947
80,0.32582230244854965
81,0.33634437103518344
82,0.3375739650333137
83,0.3560564965431536
84,0.34383306033386946
85,0.37845380478912044
86,0.29511125492600077
87,0.31631793361704913
88,0.3363914331525283
89,0.3529055232946308
90,0.3838857012276746
91,0.2964228206618228
92,0.29544967932657634
93,0.32651289284467977
94,0.2892386765822333
95,0.25958571047160234
96,0.34969416377775536
97,0.33067114260653563
98,0.3805595764947023
99,0.32500033167115866
100,0.3238147891758789
