,pareto
0,0.3604700801808531
1,0.307270991286081
2,0.3078070103536663
3,0.30348126660602415
4,0.31670523746616375
5,0.35605147723730374
6,0.32502213328492463
7,0.3243787657497369
8,0.32821839144077186
9,0.3172052200765143
10,0.3434907672146263
11,0.3051975811991784
12,0.3305223217146085
13,0.364503130763004
14,0.31448973542016934
15,0.29509618841030366
16,0.2880725619884549
17,0.2993938230917337
18,0.31735102513146013
19,0.3943424436867802
20,0.3172890492573567
21,0.3220466728466496
22,0.34720203636190694
23,0.31595982326335825
24,0.3553155202124468
25,0.3642125382056176
26,0.3147522087194138
27,0.3463772455082098
28,0.37734951787455834
29,0.33100696033606714
30,0.40107731713837474
31,0.3196272286719187
32,0.3410986179802598
33,0.32483646829478224
34,0.32093551945661974
35,0.40072912477273315
36,0.3303363837604127
37,0.3334872530954158
38,0.3328382609259175
39,0.3145403109907865
40,0.36973900814198235
41,0.30586355050999364
42,0.361407330187444
43,0.296974266137425
44,0.3147892899727311
45,0.276965476281281
46,0.381834209236499
47,0.2981379616910406
48,0.3938316343204531
49,0.31706288517360426
50,0.3415509388312015
51,0.32426091236260646
52,0.33564083633567127
53,0.2768701920292163
54,0.356723146706626
55,0.3024915826861769
56,0.29786958394809765
57,0.30051443602085953
58,0.2961730430061177
59,0.34615121931119724
60,0.30879620766140614
61,0.3476380597152607
62,0.33420398843774046
63,0.30350283544873646
64,0.29474427648736756
65,0.2930036173791047
66,0.28799588901859374
67,0.30886134345175537
68,0.37688947743961687
69,0.36057263779562265
70,0.3238639798251331
71,0.3150664496805459
72,0.30790957202169006
73,0.356605931319482
74,0.30341681345377297
75,0.35434298321847857
76,0.3519403461383142
77,0.31530136103751705
78,0.3647585778558008
79,0.2708718937511111
80,0.3850344434818943
81,0.31967743160307754
82,0.29828799429783026
83,0.35174792655459836
84,0.325544807671655
85,0.36613033997467825
86,0.3484586499996472
87,0.3376810397185676
88,0.30655402706296575
89,0.37368076033487163
90,0.3034381245889702
91,0.3491540762946049
92,0.3250664615605304
93,0.31990408207691984
94,0.31415346520431037
95,0.29916167692868967
96,0.3407070876226174
97,0.40509212049010707
98,0.37139185879066056
99,0.400217719448594
100,0.3569962403018515
101,0.3257628843931536
102,0.3528215705347015
103,0.32080147079241084
104,0.3339079816207706
105,0.3197187103906654
106,0.3476931941644083
107,0.2964953623721612
108,0.3393648840390744
109,0.26548539704557494
110,0.35463413749941325
111,0.3535989169881185
112,0.3333589538385881
113,0.3435435902001554
114,0.29196891704784744
115,0.248404346731554
116,0.2997978402761178
117,0.32722530089199664
118,0.3494894055372484
119,0.34711790712744106
120,0.37384856481842277
121,0.3443491822187951
122,0.3906920589803183
123,0.35453664894901576
124,0.3202500434058055
125,0.35848502540111454
126,0.32083934045901985
127,0.33388230422749343
128,0.28395630122666704
129,0.30021320589484785
130,0.24602139035922765
131,0.36715348267667375
132,0.342866240716326
133,0.327976894753429
134,0.3340280237665185
135,0.3723587971618871
136,0.3746830836445328
137,0.35149837089392455
138,0.33069303975932834
139,0.38286197125262644
140,0.2795297181745744
141,0.34094877485617464
142,0.2889443097218637
143,0.30589130831993167
144,0.26188421575477516
145,0.33031672523120814
146,0.3162873064326315
147,0.25310177783171095
148,0.3239227329690802
149,0.38219381434182553
150,0.29435323237749167
151,0.3264243005026521
152,0.3555738886472955
153,0.3543915994362387
154,0.40062460734013544
155,0.2589548842502901
156,0.3296130778902045
157,0.32247067839037913
158,0.2890302248650241
159,0.3774563386644981
160,0.3782450085968578
161,0.3278932028567513
162,0.3431628040743182
163,0.3327599197116469
164,0.30847802707364425
165,0.29337611261418983
166,0.31654511796440543
167,0.3499460037953203
168,0.3164578039020243
169,0.3733935096228473
170,0.3229347240687038
171,0.3962411641761869
172,0.35268245962206785
173,0.3045262696855227
174,0.29951392080969247
175,0.34804039998020225
176,0.28653097234344393
177,0.3217323789532088
178,0.36295381758565554
179,0.31241893865881404
180,0.3591976332540461
181,0.35153676012291013
182,0.3447023316122976
183,0.32328818698343914
184,0.3364013957087571
185,0.3927734561528262
186,0.3385118272316141
187,0.31498045414803255
188,0.28257509196334646
189,0.28902059452935963
190,0.27937724522165236
191,0.3320068008869232
192,0.30945503819373305
193,0.2907290257552
194,0.26612473796666025
195,0.3340173974042713
196,0.3064480912808509
197,0.3461761250003447
198,0.30233101989666517
199,0.30571992348233923
200,0.33976643145308866
201,0.38542754205218993
202,0.3621617564967049
203,0.3249702559934583
204,0.36990037588812386
205,0.3630378384675661
206,0.3526428354851202
207,0.3480551486143885
208,0.33395325876373927
209,0.30355240157589264
210,0.32713837948606866
211,0.3253463922306348
212,0.3020508048267728
213,0.3023708051428998
214,0.31446497349982416
215,0.32164827791885287
216,0.2737832383793301
217,0.3591361415938697
218,0.36153770835433324
219,0.34604545965166544
220,0.34702993117906794
221,0.3088962531729354
222,0.267292876821096
223,0.3013062681458879
224,0.3111093464784715
225,0.35939074322107484
226,0.3446205899040358
227,0.3705548625679067
228,0.3368702159969247
229,0.3116076291619298
230,0.3147835418228081
231,0.26906698036236953
232,0.2360763820825879
233,0.26836282834759356
234,0.33690100605611495
235,0.350685948909039
236,0.33848563779483365
237,0.3487222220778929
238,0.3377070127105708
239,0.32609413528643527
240,0.4488555965121037
241,0.3751001619044751
242,0.279399922427429
